player_name,team_name,raw_position,role_group,age,age_group,minutes_played,minutes_group,performance_score,performance_percentile,performance_level,same_role_team_average,competition_status,main_same_role_player,main_same_role_minutes,main_same_role_performance_percentile,main_same_role_performance_level,is_main_same_role_player,is_blocked_by_main_player,main_player_underperforming,decision,explanation
Jean-Clair Todibo,West Ham,DF,Defender,24.0,Prime,1825,HighMinutes,0.3879310344827586,63.93,Good,0.32336264326057407,Competitive,Max Kilman,3348.0,77.05,Good,False,True,False,Keep,Jean-Clair Todibo is classified as Keep because: High minutes and at least promising role-based performance.
James Maddison,Tottenham,MF,Midfielder,27.0,Prime,1809,HighMinutes,0.5882923047102151,98.18,Good,0.425888709105332,Competitive,Pape Matar Sarr,1913.0,87.27,Good,False,False,False,Keep,James Maddison is classified as Keep because: High minutes and at least promising role-based performance.
Djed Spence,Tottenham,DF,Defender,23.0,Prime,1792,MediumMinutes,0.3680904522613065,59.56,Promising,0.34279243562781686,Competitive,Pedro Porro,2610.0,45.36,Average,False,False,False,Give More Chances,"Djed Spence is classified as Give More Chances because: Under 1800 minutes, promising or good performance, and at or above the same-team role-group average."
Manuel Ugarte Ribeiro,Manchester Utd,MF,Midfielder,23.0,Prime,1785,MediumMinutes,0.3768201495474222,80.0,Good,0.26224581665962704,Competitive,Bruno Fernandes,3018.0,92.73,Good,False,True,False,Give More Chances,"Manuel Ugarte Ribeiro is classified as Give More Chances because: Under 1800 minutes, promising or good performance, and at or above the same-team role-group average."
Phil Foden,Manchester City,"MF,FW",AttMidWinger,24.0,Prime,1777,MediumMinutes,0.248223350253807,60.4,Good,0.2636340109470124,Blocked,Bernardo Silva,2670.0,40.59,Average,False,False,False,Monitor,"Phil Foden is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Kenny Tete,Fulham,DF,Defender,28.0,Prime,1774,MediumMinutes,0.401015228426396,68.31,Good,0.3956318427533217,Competitive,Antonee Robinson,3167.0,68.85,Good,False,True,False,Give More Chances,"Kenny Tete is classified as Give More Chances because: Under 1800 minutes, promising or good performance, and at or above the same-team role-group average."
Adama Traoré,Fulham,"FW,MF",AttMidWinger,28.0,Prime,1772,MediumMinutes,0.2131979695431472,52.48,Promising,0.16642448429207538,Competitive,Alex Iwobi,2981.0,62.38,Good,False,True,False,Give More Chances,"Adama Traoré is classified as Give More Chances because: Under 1800 minutes, promising or good performance, and at or above the same-team role-group average."
Edson Álvarez,West Ham,MF,Midfielder,26.0,Prime,1772,MediumMinutes,0.2215043839409322,30.0,Poor,0.2573417753386848,Blocked,Tomáš Souček,2567.0,70.91,Good,False,True,False,Monitor,"Edson Álvarez is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Sávio,Manchester City,"FW,MF",AttMidWinger,20.0,Young,1766,MediumMinutes,0.2096938775510203,50.5,Promising,0.2636340109470124,Blocked,Bernardo Silva,2670.0,40.59,Average,False,False,False,Monitor,"Sávio is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Jadon Sancho,Chelsea,FW,Forward,24.0,Prime,1764,MediumMinutes,0.3229862593650694,51.85,Promising,0.34348608279158077,Blocked,Pedro Neto,2269.0,61.73,Good,False,True,False,Monitor,"Jadon Sancho is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Harry Maguire,Manchester Utd,DF,Defender,31.0,Senior,1758,MediumMinutes,0.3794871794871794,62.84,Good,0.33137093994753924,Competitive,Noussair Mazraoui,2838.0,53.55,Promising,False,False,False,Give More Chances,"Harry Maguire is classified as Give More Chances because: Under 1800 minutes, promising or good performance, and at or above the same-team role-group average."
Harvey Barnes,Newcastle Utd,FW,Forward,26.0,Prime,1755,MediumMinutes,0.5035530095586876,83.95,Good,0.3759541289065876,Competitive,Alexander Isak,2756.0,96.3,Good,False,True,False,Give More Chances,"Harvey Barnes is classified as Give More Chances because: Under 1800 minutes, promising or good performance, and at or above the same-team role-group average."
Archie Gray,Tottenham,"DF,MF",DefMidWingBack,18.0,Young,1751,MediumMinutes,0.1557805967001182,13.79,Poor,0.1557805967001182,Competitive,Archie Gray,1751.0,13.79,Poor,True,False,True,Monitor,"Archie Gray is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Lisandro Martínez,Manchester Utd,DF,Defender,26.0,Prime,1751,MediumMinutes,0.3358974358974359,44.81,Average,0.33137093994753924,Competitive,Noussair Mazraoui,2838.0,53.55,Promising,False,True,False,Monitor,"Lisandro Martínez is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Bukayo Saka,Arsenal,"FW,MF",AttMidWinger,22.0,Young,1729,MediumMinutes,0.4015625,94.06,Good,0.3004144478935325,Competitive,Gabriel Martinelli,2290.0,63.37,Good,False,False,False,Give More Chances,"Bukayo Saka is classified as Give More Chances because: Under 1800 minutes, promising or good performance, and at or above the same-team role-group average."
Boubacar Kamara,Aston Villa,MF,Midfielder,24.0,Prime,1726,MediumMinutes,0.2353896103896104,34.55,Poor,0.38474493091532685,Blocked,Youri Tielemans,3026.0,62.73,Good,False,True,False,Monitor,"Boubacar Kamara is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Conor Coady,Leicester City,DF,Defender,31.0,Senior,1714,MediumMinutes,0.3223684210526316,38.8,Poor,0.3703769851059906,Blocked,James Justin,2912.0,69.95,Good,False,True,False,Monitor,"Conor Coady is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Curtis Jones,Liverpool,"MF,DF",DefMidWingBack,23.0,Prime,1712,MediumMinutes,0.1611628108805896,17.24,Poor,0.39599746603115593,Blocked,Curtis Jones,1712.0,17.24,Poor,True,False,True,Monitor,"Curtis Jones is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Axel Tuanzebe,Ipswich Town,DF,Defender,26.0,Prime,1710,MediumMinutes,0.3039473684210526,31.15,Poor,0.34074415498568383,Blocked,Dara O'Shea,3122.0,87.98,Good,False,True,False,Monitor,"Axel Tuanzebe is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Kevin De Bruyne,Manchester City,"MF,FW",AttMidWinger,33.0,CriticalAge,1702,MediumMinutes,0.2746031746031745,69.31,Good,0.2636340109470124,Competitive,Bernardo Silva,2670.0,40.59,Average,False,False,False,Give More Chances,"Kevin De Bruyne is classified as Give More Chances because: Under 1800 minutes, promising or good performance, and at or above the same-team role-group average."
Joël Veltman,Brighton,DF,Defender,32.0,Senior,1697,MediumMinutes,0.3399470899470899,45.9,Average,0.3459587788213042,Blocked,Jan Paul van Hecke,2958.0,46.99,Average,False,True,False,Monitor,"Joël Veltman is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Santiago Bueno,Wolves,DF,Defender,25.0,Prime,1687,MediumMinutes,0.3783422459893048,62.3,Good,0.35222676263934233,Competitive,Rayan Aït-Nouri,3109.0,18.58,Poor,False,False,True,Give More Chances,"Santiago Bueno is classified as Give More Chances because: Low or medium minutes, promising or good performance, and the main same-role player is underperforming."
Jean-Ricner Bellegarde,Wolves,"MF,FW",AttMidWinger,26.0,Prime,1677,MediumMinutes,0.2564516129032257,64.36,Good,0.20950131411772682,Competitive,Matheus Cunha,2597.0,93.07,Good,False,True,False,Give More Chances,"Jean-Ricner Bellegarde is classified as Give More Chances because: Under 1800 minutes, promising or good performance, and at or above the same-team role-group average."
Matheus Nunes,Manchester City,"DF,MF",DefMidWingBack,25.0,Prime,1674,MediumMinutes,0.6574634156733496,86.21,Good,0.36548091761317375,Competitive,Rico Lewis,1893.0,41.38,Average,False,False,False,Give More Chances,"Matheus Nunes is classified as Give More Chances because: Under 1800 minutes, promising or good performance, and at or above the same-team role-group average."
Georginio Rutter,Brighton,"MF,FW",AttMidWinger,22.0,Young,1656,MediumMinutes,0.2690217391304347,67.33,Good,0.26387919687145445,Competitive,Kaoru Mitoma,2603.0,73.27,Good,False,True,False,Give More Chances,"Georginio Rutter is classified as Give More Chances because: Under 1800 minutes, promising or good performance, and at or above the same-team role-group average."
Lesley Ugochukwu,Southampton,MF,Midfielder,20.0,Young,1655,MediumMinutes,0.2350367024280068,33.64,Poor,0.2996748321784808,Blocked,Mateus Fernandes,2909.0,56.36,Promising,False,True,False,Monitor,"Lesley Ugochukwu is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Kobbie Mainoo,Manchester Utd,MF,Midfielder,19.0,Young,1651,MediumMinutes,0.2107728337236533,25.45,Poor,0.26224581665962704,Blocked,Bruno Fernandes,3018.0,92.73,Good,False,True,False,Monitor,"Kobbie Mainoo is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Timothy Castagne,Fulham,DF,Defender,28.0,Prime,1649,MediumMinutes,0.3907103825136612,65.03,Good,0.3956318427533217,Blocked,Antonee Robinson,3167.0,68.85,Good,False,True,False,Monitor,"Timothy Castagne is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Rodrigo Bentancur,Tottenham,MF,Midfielder,27.0,Prime,1645,MediumMinutes,0.4470938897168405,90.0,Good,0.425888709105332,Competitive,Pape Matar Sarr,1913.0,87.27,Good,False,False,False,Give More Chances,"Rodrigo Bentancur is classified as Give More Chances because: Under 1800 minutes, promising or good performance, and at or above the same-team role-group average."
Jordan Ayew,Leicester City,"FW,MF",AttMidWinger,32.0,Senior,1638,MediumMinutes,0.1928571428571428,45.54,Average,0.16518247401583577,Competitive,Bilal El Khannouss,2182.0,31.68,Poor,False,False,True,Monitor,"Jordan Ayew is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Jacob Ramsey,Aston Villa,"FW,MF",AttMidWinger,23.0,Prime,1623,MediumMinutes,0.1399999999999999,26.73,Poor,0.16116245624208986,Blocked,Morgan Rogers,3114.0,66.34,Good,False,True,False,Monitor,"Jacob Ramsey is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Arijanet Muric,Ipswich Town,GK,Goalkeeper,25.0,Prime,1620,MediumMinutes,0.3258547008547008,38.64,Poor,0.25154018346326035,Competitive,Arijanet Muric,1620.0,38.64,Poor,True,False,True,Monitor,"Arijanet Muric is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Amadou Onana,Aston Villa,MF,Midfielder,22.0,Young,1617,MediumMinutes,0.382034632034632,80.91,Good,0.38474493091532685,Blocked,Youri Tielemans,3026.0,62.73,Good,False,False,False,Monitor,"Amadou Onana is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Stephy Mavididi,Leicester City,FW,Forward,26.0,Prime,1615,MediumMinutes,0.1939873676402229,38.27,Poor,0.19903154208195856,Blocked,Jamie Vardy,2823.0,48.15,Average,False,True,False,Monitor,"Stephy Mavididi is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Dominic Calvert-Lewin,Everton,FW,Forward,27.0,Prime,1609,MediumMinutes,0.1615036339080158,33.33,Poor,0.12286746884340932,Competitive,Iliman Ndiaye,2430.0,37.04,Poor,False,True,True,Monitor,"Dominic Calvert-Lewin is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
James Garner,Everton,"MF,DF",DefMidWingBack,23.0,Prime,1594,MediumMinutes,0.3878617185093496,68.97,Good,0.3878617185093496,Competitive,James Garner,1594.0,68.97,Good,True,False,False,Give More Chances,"James Garner is classified as Give More Chances because: Under 1800 minutes, promising or good performance, and at or above the same-team role-group average."
Adam Smith,Bournemouth,DF,Defender,33.0,CriticalAge,1590,MediumMinutes,0.2514124293785311,16.39,Poor,0.3776606216622093,Blocked,Milos Kerkez,3336.0,24.04,Poor,False,True,True,Monitor,"Adam Smith is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Mikel Merino,Arsenal,"MF,FW",AttMidWinger,28.0,Prime,1586,MediumMinutes,0.334090909090909,86.14,Good,0.3004144478935325,Competitive,Gabriel Martinelli,2290.0,63.37,Good,False,False,False,Give More Chances,"Mikel Merino is classified as Give More Chances because: Under 1800 minutes, promising or good performance, and at or above the same-team role-group average."
Jake O'Brien,Everton,DF,Defender,23.0,Prime,1571,MediumMinutes,0.3628571428571429,56.28,Promising,0.37626099499967636,Blocked,Vitaliy Mykolenko,3082.0,54.64,Promising,False,False,False,Monitor,"Jake O'Brien is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Daichi Kamada,Crystal Palace,MF,Midfielder,27.0,Prime,1564,MediumMinutes,0.2138378862516794,26.36,Poor,0.40305694297822864,Blocked,Ismaila Sarr,2711.0,64.55,Good,False,True,False,Monitor,"Daichi Kamada is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Yukinari Sugawara,Southampton,"DF,MF",DefMidWingBack,24.0,Prime,1557,MediumMinutes,0.3380788754808861,55.17,Promising,0.27634134741113137,Competitive,Joe Aribo,2013.0,6.9,Poor,False,False,True,Give More Chances,"Yukinari Sugawara is classified as Give More Chances because: Low or medium minutes, promising or good performance, and the main same-role player is underperforming."
Cameron Burgess,Ipswich Town,DF,Defender,28.0,Prime,1541,MediumMinutes,0.4985380116959064,88.52,Good,0.34074415498568383,Competitive,Dara O'Shea,3122.0,87.98,Good,False,False,False,Give More Chances,"Cameron Burgess is classified as Give More Chances because: Under 1800 minutes, promising or good performance, and at or above the same-team role-group average."
Harry Winks,Leicester City,MF,Midfielder,28.0,Prime,1538,MediumMinutes,0.177717019822283,19.09,Poor,0.18335712686222852,Blocked,Wilfred Ndidi,2324.0,74.55,Good,False,True,False,Monitor,"Harry Winks is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Beto,Everton,FW,Forward,26.0,Prime,1534,MediumMinutes,0.2736276864971802,44.44,Average,0.12286746884340932,Competitive,Iliman Ndiaye,2430.0,37.04,Poor,False,False,True,Monitor,"Beto is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Facundo Buonanotte,Leicester City,"FW,MF",AttMidWinger,19.0,Young,1523,MediumMinutes,0.2964497041420118,77.23,Good,0.16518247401583577,Competitive,Bilal El Khannouss,2182.0,31.68,Poor,False,False,True,Give More Chances,"Facundo Buonanotte is classified as Give More Chances because: Low or medium minutes, promising or good performance, and the main same-role player is underperforming."
Jeremy Doku,Manchester City,"FW,MF",AttMidWinger,22.0,Young,1516,MediumMinutes,0.2803571428571428,72.28,Good,0.2636340109470124,Competitive,Bernardo Silva,2670.0,40.59,Average,False,False,False,Give More Chances,"Jeremy Doku is classified as Give More Chances because: Under 1800 minutes, promising or good performance, and at or above the same-team role-group average."
Casemiro,Manchester Utd,MF,Midfielder,32.0,Senior,1494,MediumMinutes,0.2640431857299327,42.73,Average,0.26224581665962704,Competitive,Bruno Fernandes,3018.0,92.73,Good,False,True,False,Monitor,"Casemiro is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Ryan Manning,Southampton,"DF,MF",DefMidWingBack,28.0,Prime,1462,MediumMinutes,0.3811194305271481,65.52,Good,0.27634134741113137,Competitive,Joe Aribo,2013.0,6.9,Poor,False,False,True,Give More Chances,"Ryan Manning is classified as Give More Chances because: Low or medium minutes, promising or good performance, and the main same-role player is underperforming."
Yehor Yarmoliuk,Brentford,MF,Midfielder,20.0,Young,1450,MediumMinutes,0.1851254335726385,20.91,Poor,0.20296177596043155,Blocked,Christian Nørgaard,2819.0,91.82,Good,False,True,False,Monitor,"Yehor Yarmoliuk is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Cameron Archer,Southampton,FW,Forward,23.0,Prime,1441,MediumMinutes,0.0726823542258135,27.16,Poor,0.10093788624092537,Blocked,Cameron Archer,1441.0,27.16,Poor,True,False,True,Monitor,"Cameron Archer is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Kristoffer Ajer,Brentford,DF,Defender,26.0,Prime,1438,MediumMinutes,0.2875,22.95,Poor,0.32863303828044144,Blocked,Nathan Collins,3420.0,84.7,Good,False,True,False,Monitor,"Kristoffer Ajer is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Cristian Romero,Tottenham,DF,Defender,26.0,Prime,1416,MediumMinutes,0.3614649681528663,55.74,Promising,0.34279243562781686,Competitive,Pedro Porro,2610.0,45.36,Average,False,False,False,Give More Chances,"Cristian Romero is classified as Give More Chances because: Under 1800 minutes, promising or good performance, and at or above the same-team role-group average."
Emmanuel Agbadou,Wolves,DF,Defender,27.0,Prime,1410,MediumMinutes,0.4331210191082802,74.86,Good,0.35222676263934233,Competitive,Rayan Aït-Nouri,3109.0,18.58,Poor,False,False,True,Give More Chances,"Emmanuel Agbadou is classified as Give More Chances because: Low or medium minutes, promising or good performance, and the main same-role player is underperforming."
Carlos Soler,West Ham,"MF,FW",AttMidWinger,27.0,Prime,1409,MediumMinutes,0.0878980891719745,14.85,Poor,0.19285646464124453,Blocked,Jarrod Bowen,2973.0,87.13,Good,False,True,False,Monitor,"Carlos Soler is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Tosin Adarabioyo,Chelsea,DF,Defender,26.0,Prime,1409,MediumMinutes,0.3455414012738854,49.18,Average,0.29496966365505745,Competitive,Levi Colwill,3149.0,29.51,Poor,False,False,True,Monitor,"Tosin Adarabioyo is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Yves Bissouma,Tottenham,MF,Midfielder,27.0,Prime,1408,MediumMinutes,0.315934065934066,61.82,Good,0.425888709105332,Blocked,Pape Matar Sarr,1913.0,87.27,Good,False,True,False,Monitor,"Yves Bissouma is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Kamaldeen Sulemana,Southampton,"FW,MF",AttMidWinger,22.0,Young,1402,MediumMinutes,0.1,17.82,Poor,0.10227144438295514,Blocked,Tyler Dibling,1874.0,18.81,Poor,False,True,True,Monitor,"Kamaldeen Sulemana is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Joshua Zirkzee,Manchester Utd,"FW,MF",AttMidWinger,23.0,Prime,1402,MediumMinutes,0.1538461538461538,32.67,Poor,0.24115565951740756,Blocked,Alejandro Garnacho,2199.0,46.53,Average,False,True,False,Monitor,"Joshua Zirkzee is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Jannik Vestergaard,Leicester City,DF,Defender,31.0,Senior,1391,MediumMinutes,0.3935483870967742,66.12,Good,0.3703769851059906,Competitive,James Justin,2912.0,69.95,Good,False,True,False,Give More Chances,"Jannik Vestergaard is classified as Give More Chances because: Under 1800 minutes, promising or good performance, and at or above the same-team role-group average."
Jack Stephens,Southampton,DF,Defender,30.0,Senior,1389,MediumMinutes,0.3344155844155844,44.26,Average,0.4255671718274739,Blocked,Kyle Walker-Peters,2918.0,13.11,Poor,False,False,True,Monitor,"Jack Stephens is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Dwight McNeil,Everton,"MF,FW",AttMidWinger,24.0,Prime,1371,MediumMinutes,0.3098684210526315,80.2,Good,0.2009365325077399,Competitive,Dwight McNeil,1371.0,80.2,Good,True,False,False,Give More Chances,"Dwight McNeil is classified as Give More Chances because: Under 1800 minutes, promising or good performance, and at or above the same-team role-group average."
Myles Lewis-Skelly,Arsenal,DF,Defender,17.0,Young,1369,MediumMinutes,0.1611842105263157,6.01,Poor,0.2999431388907817,Blocked,William Saliba,3039.0,24.59,Poor,False,True,True,Monitor,"Myles Lewis-Skelly is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Mario Lemina,Wolves,"MF,DF",DefMidWingBack,30.0,Senior,1364,MediumMinutes,0.8865087236967502,96.55,Good,0.8865087236967502,Competitive,Mario Lemina,1364.0,96.55,Good,True,False,False,Give More Chances,"Mario Lemina is classified as Give More Chances because: Under 1800 minutes, promising or good performance, and at or above the same-team role-group average."
Ben Johnson,Ipswich Town,"DF,FW",WingBack,24.0,Prime,1354,MediumMinutes,0.4084552845528455,78.57,Good,0.41740283195101596,Blocked,Ben Johnson,1354.0,78.57,Good,True,False,False,Monitor,"Ben Johnson is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Issa Diop,Fulham,DF,Defender,27.0,Prime,1339,MediumMinutes,0.348993288590604,50.27,Promising,0.3956318427533217,Blocked,Antonee Robinson,3167.0,68.85,Good,False,True,False,Monitor,"Issa Diop is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Ben Davies,Tottenham,DF,Defender,31.0,Senior,1331,MediumMinutes,0.4375,76.5,Good,0.34279243562781686,Competitive,Pedro Porro,2610.0,45.36,Average,False,False,False,Give More Chances,"Ben Davies is classified as Give More Chances because: Under 1800 minutes, promising or good performance, and at or above the same-team role-group average."
Adam Wharton,Crystal Palace,MF,Midfielder,20.0,Young,1318,MediumMinutes,0.3389076676747909,70.0,Good,0.40305694297822864,Blocked,Ismaila Sarr,2711.0,64.55,Good,False,False,False,Monitor,"Adam Wharton is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Kieran Trippier,Newcastle Utd,DF,Defender,33.0,CriticalAge,1309,MediumMinutes,0.3137931034482759,34.43,Poor,0.37220444366285127,Blocked,Dan Burn,3330.0,61.75,Good,False,True,False,Monitor,"Kieran Trippier is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Orel Mangala,Everton,MF,Midfielder,26.0,Prime,1261,MediumMinutes,0.2977736549165121,57.27,Promising,0.2809550315341448,Competitive,Idrissa Gana Gueye,3063.0,72.73,Good,False,True,False,Give More Chances,"Orel Mangala is classified as Give More Chances because: Under 1800 minutes, promising or good performance, and at or above the same-team role-group average."
Radu Drăgușin,Tottenham,DF,Defender,22.0,Young,1252,MediumMinutes,0.3273381294964028,42.08,Average,0.34279243562781686,Blocked,Pedro Porro,2610.0,45.36,Average,False,True,False,Monitor,"Radu Drăgușin is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Adam Armstrong,Southampton,"FW,MF",AttMidWinger,27.0,Prime,1248,MediumMinutes,0.1553956834532374,33.66,Poor,0.10227144438295514,Competitive,Tyler Dibling,1874.0,18.81,Poor,False,False,True,Monitor,"Adam Armstrong is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Jesper Lindstrøm,Everton,FW,Forward,24.0,Prime,1239,MediumMinutes,0.0830825032995622,28.4,Poor,0.12286746884340932,Blocked,Iliman Ndiaye,2430.0,37.04,Poor,False,True,True,Monitor,"Jesper Lindstrøm is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Kalvin Phillips,Ipswich Town,MF,Midfielder,28.0,Prime,1237,MediumMinutes,0.2659019812304484,43.64,Average,0.2160135784917273,Competitive,Sam Morsy,2751.0,31.82,Poor,False,False,True,Monitor,"Kalvin Phillips is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Lucas Bergvall,Tottenham,MF,Midfielder,18.0,Young,1212,MediumMinutes,0.3766233766233766,79.09,Good,0.425888709105332,Blocked,Pape Matar Sarr,1913.0,87.27,Good,False,True,False,Monitor,"Lucas Bergvall is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Ben White,Arsenal,DF,Defender,26.0,Prime,1198,MediumMinutes,0.3007518796992481,28.42,Poor,0.2999431388907817,Competitive,William Saliba,3039.0,24.59,Poor,False,False,True,Monitor,"Ben White is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Diogo Jota,Liverpool,FW,Forward,27.0,Prime,1196,MediumMinutes,0.5209299728902952,87.65,Good,0.485871367814583,Competitive,Mohamed Salah,3371.0,100.0,Good,False,True,False,Give More Chances,"Diogo Jota is classified as Give More Chances because: Under 1800 minutes, promising or good performance, and at or above the same-team role-group average."
Luke Woolfenden,Ipswich Town,DF,Defender,25.0,Prime,1187,MediumMinutes,0.456439393939394,81.42,Good,0.34074415498568383,Competitive,Dara O'Shea,3122.0,87.98,Good,False,True,False,Give More Chances,"Luke Woolfenden is classified as Give More Chances because: Under 1800 minutes, promising or good performance, and at or above the same-team role-group average."
Jack Clarke,Ipswich Town,"FW,MF",AttMidWinger,23.0,Prime,1181,MediumMinutes,0.183206106870229,43.56,Average,0.1855274476558748,Blocked,Omari Hutchinson,2583.0,20.79,Poor,False,False,True,Monitor,"Jack Clarke is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Omar Marmoush,Manchester City,"FW,MF",AttMidWinger,25.0,Prime,1175,MediumMinutes,0.3183206106870229,82.18,Good,0.2636340109470124,Competitive,Bernardo Silva,2670.0,40.59,Average,False,False,False,Give More Chances,"Omar Marmoush is classified as Give More Chances because: Under 1800 minutes, promising or good performance, and at or above the same-team role-group average."
Wesley Fofana,Chelsea,DF,Defender,23.0,Prime,1172,MediumMinutes,0.3442307692307692,48.63,Average,0.29496966365505745,Competitive,Levi Colwill,3149.0,29.51,Poor,False,False,True,Monitor,"Wesley Fofana is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Alex Palmer,Ipswich Town,GK,Goalkeeper,27.0,Prime,1170,MediumMinutes,0.2365680473372781,15.91,Poor,0.25154018346326035,Blocked,Arijanet Muric,1620.0,38.64,Poor,False,True,True,Monitor,"Alex Palmer is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Leny Yoro,Manchester Utd,DF,Defender,18.0,Young,1165,MediumMinutes,0.3120155038759689,33.88,Poor,0.33137093994753924,Blocked,Noussair Mazraoui,2838.0,53.55,Promising,False,True,False,Monitor,"Leny Yoro is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Harry Wilson,Fulham,"FW,MF",AttMidWinger,27.0,Prime,1162,MediumMinutes,0.3255813953488372,85.15,Good,0.16642448429207538,Competitive,Alex Iwobi,2981.0,62.38,Good,False,False,False,Give More Chances,"Harry Wilson is classified as Give More Chances because: Under 1800 minutes, promising or good performance, and at or above the same-team role-group average."
Łukasz Fabiański,West Ham,GK,Goalkeeper,39.0,CriticalAge,1160,MediumMinutes,0.3671258199165176,56.82,Promising,0.34790017627759684,Competitive,Alphonse Areola,2260.0,43.18,Average,False,False,False,Give More Chances,"Łukasz Fabiański is classified as Give More Chances because: Under 1800 minutes, promising or good performance, and at or above the same-team role-group average."
Guido Rodríguez,West Ham,MF,Midfielder,30.0,Senior,1149,MediumMinutes,0.2587256493506494,40.91,Average,0.2573417753386848,Competitive,Tomáš Souček,2567.0,70.91,Good,False,True,False,Monitor,"Guido Rodríguez is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Leon Bailey,Aston Villa,"FW,MF",AttMidWinger,26.0,Prime,1139,MediumMinutes,0.115748031496063,21.78,Poor,0.16116245624208986,Blocked,Morgan Rogers,3114.0,66.34,Good,False,True,False,Monitor,"Leon Bailey is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Ian Maatsen,Aston Villa,DF,Defender,22.0,Young,1139,MediumMinutes,0.3208661417322835,38.25,Poor,0.29828606275831837,Competitive,Ezri Konsa,2936.0,18.03,Poor,False,False,True,Monitor,"Ian Maatsen is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Darwin Núñez,Liverpool,FW,Forward,25.0,Prime,1133,MediumMinutes,0.4127278777857506,70.37,Good,0.485871367814583,Blocked,Mohamed Salah,3371.0,100.0,Good,False,True,False,Monitor,"Darwin Núñez is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
